State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week,Alcohol Results Cleaned,Race Cleaned,Gender Cleaned,Drug Involvment Clean,Age Cleaned,Roadway Category,Alcohol Category
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,2,Rural-Principal Arterial-Interstate,30,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,9,7,0,Unknown,Female,Unknown,30,Rural,0
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,2,Rural-Principal Arterial-Interstate,38,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,9,7,0,Unknown,Male,Unknown,38,Rural,0
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,2,Rural-Principal Arterial-Interstate,54,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,9,7,0,White,Male,Unknown,54,Rural,0
Kansas,Clear,1/5/2011,2,Rural-Minor Arterial,53,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,5,3,0,White,Male,No,53,Rural,0
Kentucky,Snow,1/7/2011,1,Urban-Minor Arterial,32,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,7,5,0,Unknown,Male,Unknown,32,Urban,0
Louisiana,Clear,1/1/2011,1,Rural-Minor Collector,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,1,6,0,Black,Female,Unknown,17,Rural,0
Louisiana,Clear,1/1/2011,1,Rural-Minor Collector,34,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,1,6,0.22,Unknown,Male,Unknown,34,Rural,1
Maryland,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,46,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,3,1,0,White,Female,No,46,Urban,0
Maryland,Clear,1/3/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,52,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,3,1,0,Unknown,Male,Unknown,52,Urban,0
Minnesota,Snow,1/15/2011,1,Urban-Principal Arterial-Interstate,25,0,Pedestrian,Unknown,White,Female,Fatal Injury (K),2011,1,15,6,0,White,Female,Unknown,25,Urban,0
Minnesota,Snow,1/15/2011,1,Urban-Principal Arterial-Interstate,51,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,15,6,0,Unknown,Female,No,51,Urban,0
Mississippi,Clear,1/3/2011,1,Rural-Major Collector,45,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,3,1,0.24,White,Male,Unknown,45,Rural,1
Montana,"Sleet, Hail (Freezing Rain or Drizzle)",2/4/2011,1,Rural-Principal Arterial-Other,27,0.06,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,4,5,0.06,Unknown,Male,No,27,Rural,1
Nebraska,Snow,1/10/2011,1,Urban-Other Principal Arterial,62,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,10,1,0,White,Male,No,62,Urban,0
New Hampshire,Cloudy,1/11/2011,1,Urban-Principal Arterial-Interstate,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2,0,Unknown,Male,Unknown,18,Urban,0
New Hampshire,Cloudy,1/11/2011,1,Urban-Principal Arterial-Interstate,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2,0,White,Male,Unknown,19,Urban,0
New Hampshire,Cloudy,1/11/2011,1,Urban-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2,0,Unknown,Male,Unknown,20,Urban,0
New Jersey,Clear,1/1/2011,1,Urban-Local Road or Street,23,0.16,Pedestrian,No,White,Female,Fatal Injury (K),2011,1,1,6,0.16,White,Female,No,23,Urban,1
New Mexico,Clear,1/13/2011,1,Rural-Principal Arterial-Other,52,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,13,4,0,Unknown,Female,Unknown,52,Rural,0
New York,Cloudy,1/9/2011,2,Urban-Minor Arterial,18,0,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,9,7,0,Black,Female,Unknown,18,Urban,0
North Dakota,Clear,1/10/2011,1,Rural-Minor Arterial,30,0,Driver of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,1,10,1,0,American Indian (includes Aleuts and Eskimos),Female,Unknown,30,Rural,0
Oklahoma,"Sleet, Hail (Freezing Rain or Drizzle)",1/8/2011,1,Rural-Major Collector,49,0.22,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,8,6,0.22,White,Male,Unknown,49,Rural,1
Oregon,Cloudy,1/7/2011,1,Rural-Principal Arterial-Other,40,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,7,5,0,White,Male,Unknown,40,Rural,0
Pennsylvania,Clear,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,1,6,0,Unknown,Female,Unknown,22,Urban,0
Pennsylvania,Clear,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,28,,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,1,6,0,Unknown,Male,No,28,Urban,0
Rhode Island,Cloudy,2/17/2011,1,Urban-Other Principal Arterial,31,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,2,17,4,0,Unknown,Female,No,31,Urban,0
South Carolina,Clear,1/2/2011,2,Rural-Major Collector,26,0.33,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7,0.33,White,Male,Unknown,26,Rural,1
South Dakota,Clear,2/11/2011,1,Rural-Minor Arterial,76,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,11,5,0,Unknown,Male,No,76,Rural,0
South Dakota,Clear,2/11/2011,1,Rural-Minor Arterial,87,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,11,5,0,White,Male,No,87,Rural,0
Texas,Clear,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6,0,Unknown,Male,Unknown,3,Urban,0
Texas,Clear,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,1,6,0,Unknown,Male,Unknown,11,Urban,0
Texas,Clear,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,14,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,1,6,0,Unknown,Female,Unknown,14,Urban,0
Texas,Clear,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,25,0.11,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,1,6,0.11,White,Male,Unknown,25,Urban,1
Texas,Clear,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,28,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,1,6,0,Unknown,Female,Unknown,28,Urban,0
Texas,Clear,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,,,Driver of a Motor Vehicle In-Transport,Not Reported,,Unknown,Unknown,2011,1,1,6,0,Unknown,Unknown,Unknown,Unknown,Urban,0
Vermont,Clear,2/9/2011,1,Rural-Minor Arterial,48,0.27,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,9,3,0.27,White,Female,No,48,Rural,1
Virginia,Clear,1/4/2011,1,Urban-Other Principal Arterial,24,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,4,2,0,Unknown,Male,No,24,Urban,0
West Virginia,Clear,1/6/2011,1,Rural-Major Collector,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,6,4,0,Unknown,Male,Unknown,19,Rural,0
Wisconsin,Clear,1/4/2011,1,Rural-Minor Arterial,21,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,4,2,0,Unknown,Male,No,21,Rural,0
Wisconsin,Clear,1/4/2011,1,Rural-Minor Arterial,29,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,4,2,0,Unknown,Male,No,29,Rural,0
Wisconsin,Clear,1/4/2011,1,Rural-Minor Arterial,65,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2,0,White,Male,Unknown,65,Rural,0
Alabama,Clear,1/8/2011,1,Rural-Principal Arterial-Other,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,1,8,6,0,Black,Female,Unknown,22,Rural,0
Alabama,Clear,1/8/2011,1,Rural-Principal Arterial-Other,63,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,8,6,0,Unknown,Male,No,63,Rural,0
Alaska,Cloudy,1/23/2011,1,Rural-Principal Arterial-Interstate,45,0.03,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,23,7,0.03,White,Female,Unknown,45,Rural,1
Alaska,Cloudy,1/23/2011,1,Rural-Principal Arterial-Interstate,52,0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,23,7,0,Unknown,Female,No,52,Rural,0
California,Clear,1/7/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,22,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,7,5,0,Unknown,Female,Unknown,22,Urban,0
Colorado,Snow,1/9/2011,1,Rural-Major Collector,18,0.08,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,9,7,0.08,Unknown,Female,No,18,Rural,1
District of Columbia,Rain,3/9/2011,2,Urban-Local Road or Street,28,0,Passenger of a Motor Vehicle In-Transport,Yes,Black,Female,Fatal Injury (K),2011,3,9,3,0,Black,Female,Yes,28,Urban,0
Florida,Clear,1/4/2011,1,Rural-Local Road or Street,41,0.15,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,4,2,0.15,White,Male,Unknown,41,Rural,1
Florida,Clear,1/4/2011,1,Rural-Local Road or Street,43,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,4,2,0,Unknown,Male,No,43,Rural,0
Georgia,Rain,1/2/2011,1,Rural-Major Collector,65,,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,2,7,0,White,Female,No,65,Rural,0
Georgia,Rain,1/2/2011,1,Rural-Major Collector,71,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,2,7,0,Unknown,Male,No,71,Rural,0
Hawaii,Clear,1/5/2011,1,Urban-Other Principal Arterial,20,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,5,3,0,White,Male,Unknown,20,Urban,0
Idaho,"Sleet, Hail (Freezing Rain or Drizzle)",1/22/2011,1,Rural-Principal Arterial-Interstate,21,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,22,6,0,Unknown,Male,No,21,Rural,0
Idaho,"Sleet, Hail (Freezing Rain or Drizzle)",1/22/2011,1,Rural-Principal Arterial-Interstate,22,0.17,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,22,6,0.17,White,Male,Unknown,22,Rural,1
Indiana,Cloudy,1/6/2011,1,Rural-Major Collector,64,,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),2011,1,6,4,0,Unknown,Female,No,64,Rural,0
Indiana,Cloudy,1/6/2011,1,Rural-Major Collector,,,Passenger of a Motor Vehicle In-Transport,No,,Not Reported,No Injury (O),2011,1,6,4,0,Unknown,Unknown,No,Unknown,Rural,0
Kansas,Clear,1/7/2011,1,Rural-Principal Arterial-Other,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5,0,White,Male,Unknown,24,Rural,0
Kansas,Clear,1/7/2011,1,Rural-Principal Arterial-Other,27,0.14,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,7,5,0.14,Unknown,Male,Unknown,27,Rural,1
Kentucky,Clear,1/8/2011,1,Rural-Principal Arterial-Other,17,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,8,6,0,White,Female,Unknown,17,Rural,0
Louisiana,Clear,1/2/2011,1,Rural-Minor Arterial,33,0.13,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,2,7,0.13,White,Male,Unknown,33,Rural,1
Maryland,Clear,1/7/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,51,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5,0,White,Male,Unknown,51,Urban,0
Maryland,Clear,1/7/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,,,Unknown Occupant Type in a Motor Vehicle In- Transport,No,,Male,Possible Injury (C),2011,1,7,5,0,Unknown,Male,No,Unknown,Urban,0
Massachusetts,Snow,1/18/2011,2,Rural-Minor Arterial,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,18,2,0,Unknown,Male,Unknown,23,Rural,0
Massachusetts,Snow,1/18/2011,2,Rural-Minor Arterial,28,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,18,2,0,Unknown,Male,Unknown,28,Rural,0
Michigan,Snow,1/4/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,27,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,4,2,0,White,Male,Unknown,27,Urban,0
Minnesota,Cloudy,1/17/2011,1,Rural-Minor Arterial,36,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,17,1,0,Unknown,Male,Unknown,36,Rural,0
Missouri,Clear,1/5/2011,1,Rural-Major Collector,33,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,5,3,0,White,Female,Unknown,33,Rural,0
Nebraska,Cloudy,1/17/2011,1,Urban-Local Road or Street,56,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,17,1,0,Unknown,Male,No,56,Urban,0
Nebraska,Cloudy,1/17/2011,1,Urban-Local Road or Street,63,0,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,17,1,0,Unknown,Female,No,63,Urban,0
New Hampshire,Clear,1/16/2011,1,Rural-Minor Collector,3,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,16,7,0,Unknown,Female,Unknown,3,Rural,0
New Hampshire,Clear,1/16/2011,1,Rural-Minor Collector,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,16,7,0,Unknown,Female,Unknown,5,Rural,0
New Hampshire,Clear,1/16/2011,1,Rural-Minor Collector,38,0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,16,7,0,Unknown,Female,No,38,Rural,0
New Hampshire,Clear,1/16/2011,1,Rural-Minor Collector,82,0,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,16,7,0,White,Female,No,82,Rural,0
Missouri,Snow,1/10/2011,2,Rural-Principal Arterial-Other,33,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,10,1,0,White,Male,Unknown,33,Rural,0
Montana,Snow,2/22/2011,1,Rural-Principal Arterial-Other,5,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,22,2,0,Unknown,Male,No,5,Rural,0
Montana,Snow,2/22/2011,1,Rural-Principal Arterial-Other,28,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,22,2,0,Unknown,Female,No,28,Rural,0
Montana,Snow,2/22/2011,1,Rural-Principal Arterial-Other,58,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,22,2,0,Unknown,Male,No,58,Rural,0
Montana,Snow,2/22/2011,1,Rural-Principal Arterial-Other,58,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,22,2,0,White,Male,No,58,Rural,0
Nebraska,Clear,2/13/2011,1,Rural-Local Road or Street,85,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,13,7,0,White,Male,No,85,Rural,0
Nevada,Clear,1/24/2011,1,Urban-Minor Arterial,24,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,24,1,0,Unknown,Male,No,24,Urban,0
New Mexico,Clear,1/27/2011,1,Rural-Principal Arterial-Other,37,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,27,4,0,Unknown,Male,Unknown,37,Rural,0
New York,Snow,1/13/2011,1,Rural-Local Road or Street,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,13,4,0,Unknown,Male,Unknown,2,Rural,0
New York,Snow,1/13/2011,1,Rural-Local Road or Street,4,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,13,4,0,Unknown,Male,Unknown,4,Rural,0
New York,Snow,1/13/2011,1,Rural-Local Road or Street,50,0,Bicyclist,Not Reported,White,Male,Fatal Injury (K),2011,1,13,4,0,White,Male,Unknown,50,Rural,0
North Carolina,Clear,1/4/2011,1,Urban-Local Road or Street,40,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,4,2,0,Unknown,Male,No,40,Urban,0
North Dakota,Clear,3/4/2011,1,Rural-Local Road or Street,20,0,Driver of a Motor Vehicle In-Transport,Unknown,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,3,4,5,0,American Indian (includes Aleuts and Eskimos),Male,Unknown,20,Rural,0
North Dakota,Clear,3/4/2011,1,Rural-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,3,4,5,0,Unknown,Male,Unknown,21,Rural,0
North Dakota,Clear,3/4/2011,1,Rural-Local Road or Street,54,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,3,4,5,0,Unknown,Male,No,54,Rural,0
Ohio,Cloudy,1/11/2011,1,Rural-Minor Collector,37,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,11,2,0,Unknown,Female,No,37,Rural,0
Oklahoma,Clear,1/13/2011,1,Rural-Local Road or Street,30,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,13,4,0,White,Male,Unknown,30,Rural,0
Pennsylvania,Clear,1/8/2011,1,Rural-Local Road or Street,26,0.11,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,8,6,0.11,Unknown,Male,No,26,Rural,1
South Carolina,Clear,1/15/2011,1,Rural-Minor Arterial,60,0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,15,6,0,Black,Male,Unknown,60,Rural,0
South Dakota,Clear,3/5/2011,1,Rural-Major Collector,22,0.3,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,3,5,6,0.3,Unknown,Female,Unknown,22,Rural,1
South Dakota,Clear,3/5/2011,1,Rural-Major Collector,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,3,5,6,0,American Indian (includes Aleuts and Eskimos),Male,Unknown,23,Rural,0
South Dakota,Clear,3/5/2011,1,Rural-Major Collector,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Not Reported,No Injury (O),2011,3,5,6,0,Unknown,Unknown,Unknown,Unknown,Rural,0
Tennessee,Rain,1/5/2011,1,Rural-Principal Arterial-Other,88,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,5,3,0,White,Male,No,88,Rural,0
Utah,Clear,2/15/2011,1,Urban-Local Road or Street,55,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,15,2,0,White,Male,No,55,Urban,0
Utah,Clear,2/15/2011,1,Urban-Local Road or Street,82,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,15,2,0,Unknown,Male,No,82,Urban,0
Virginia,Clear,1/14/2011,1,Rural-Principal Arterial-Interstate,59,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,14,5,0,Unknown,Male,No,59,Rural,0
Washington,Clear,1/25/2011,2,Rural-Major Collector,36,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,25,2,0,White,Male,Unknown,36,Rural,0
Washington,Clear,1/25/2011,2,Rural-Major Collector,68,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,25,2,0,White,Male,Unknown,68,Rural,0
West Virginia,"Sleet, Hail (Freezing Rain or Drizzle)",1/11/2011,1,Rural-Minor Arterial,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,11,2,0,Unknown,Male,Unknown,22,Rural,0
Wisconsin,Cloudy,1/24/2011,1,Rural-Principal Arterial-Other,78,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,24,1,0,White,Male,No,78,Rural,0
Wyoming,Cloudy,3/4/2011,1,Urban-Principal Arterial-Interstate,62,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,4,5,0,White,Male,No,62,Urban,0
Alabama,Clear,1/2/2011,1,Urban-Local Road or Street,85,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,2,7,0,White,Female,No,85,Urban,0
Alaska,Clear,4/5/2011,1,Urban-Minor Arterial,36,0,Bicyclist,No,\N,Male,Fatal Injury (K),2011,4,5,2,0,Unknown,Male,No,36,Urban,0
Alaska,Clear,4/5/2011,1,Urban-Minor Arterial,59,0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,4,5,2,0,Unknown,Female,No,59,Urban,0
Arizona,Clear,1/16/2011,1,Urban-Minor Arterial,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,16,7,0,Unknown,Female,Unknown,20,Urban,0
Arizona,Clear,1/16/2011,1,Urban-Minor Arterial,21,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,16,7,0,Unknown,Male,No,21,Urban,0
Arkansas,Clear,1/13/2011,2,Urban-Other Principal Arterial,33,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,13,4,0,Unknown,Male,Unknown,33,Urban,0
Arkansas,Clear,1/13/2011,2,Urban-Other Principal Arterial,86,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,13,4,0,White,Female,No,86,Urban,0
California,Clear,1/1/2011,1,Rural-Local Road or Street,41,0.25,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,1,6,0.25,Unknown,Female,Unknown,41,Rural,1
Colorado,Clear,1/17/2011,1,Urban-Principal Arterial-Interstate,24,,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,17,1,0,Unknown,Male,No,24,Urban,0
